암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQyIyQ1IyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz,365플러스내과의원,의원,경기도,하남시,"경기도 하남시 미사강변동로84번길 39, 2~5층 205~7 302 305~6 401~407 506~7호 (망월동)",내과,2019-04-23
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,365플러스이비인후과의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 죽전로 53, 404호 (보정동, 야후빌딩)",이비인후과,2005-03-07
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ4MiQzNjEwMDIjNTEjJDEjJDYjJDgz,365한결탑마취통증의학과의원,의원,경기도,용인시 처인구,"경기도 용인시 처인구 포곡읍 포곡로 121, 2,3층",마취통증의학과,2025-11-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,365한숲가정의학과의원,의원,경기도,용인시 처인구,"경기도 용인시 처인구 남사면 한숲로 45, 한숲스퀘어옐로우 4층 415호",가정의학과,2018-09-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,365힐링의원,의원,경기도,수원시 영통구,"경기도 수원시 영통구 영통로 151, 2층 (망포동)",일반의,2012-11-07
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDQjJDgz,365힐링의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 죽전로 49, 씨티프라자 301호 (보정동)",일반의,2019-10-29
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,3대정이비인후과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 야탑로 95, 2층 (야탑동, 세신옴니코아)",이비인후과,2004-03-08
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNDEjJDEjJDQjJDgz,85서울정형외과의원,의원,경기도,시흥시,"경기도 시흥시 정왕대로 230, 201,208호 (정왕동, 제일프라자)",정형외과,2005-02-14
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,B.M산부인과의원,의원,경기도,안산시 상록구,"경기도 안산시 상록구 광덕1로 376, 4층 (이동, 한대빌딩)",산부인과,2000-08-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,Dr.배 가정의학과의원,의원,경기도,이천시,"경기도 이천시 부발읍 경충대로 2088, 삼성홈플렉스 2층 201/202호",가정의학과,2013-08-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,Dr리더스내과의원,의원,경기도,파주시,"경기도 파주시 미래로 369-13, 503호 (동패동, 한울프라자)",내과,2009-10-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz,e-서울이비인후과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 황새울로342번길 11, 401호 402호 (서현동, 금호리빙스텔)",이비인후과,2003-03-17
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,e-서울이비인후과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 관평로 314, 2층 (관양동)",이비인후과,2003-09-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,J&C피부과의원,의원,경기도,안양시 동안구,"경기도 안양시 동안구 관악대로 91, 602호 (비산동, 대림타워빌딩)",피부과,2005-06-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,JK서울안과의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 광교중앙로 304, 301, 302호 (상현동, 미주프라자)",안과,2016-07-06
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,JY피부과의원,의원,경기도,수원시 장안구,"경기도 수원시 장안구 경수대로 940 (조원동, 일호골든타워)",피부과,2009-05-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,LG 디스플레이파주공장부속의원,의원,경기도,파주시,경기도 파주시 월롱면 엘지로 245,일반의,2011-08-01
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,LG마취통증의학과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 신흥로 201, 206~208호 (중동, 트리플타워B)",마취통증의학과,2002-08-01
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz,LG전자(주)평택공장 부속의원,의원,경기도,평택시,경기도 평택시 진위면 엘지로 222,일반의,1991-04-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,LH의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 성남대로54번길 3, 3층 (구미동, 대한주택공사별관)",일반의,2010-12-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,OK의원,의원,경기도,용인시 처인구,"경기도 용인시 처인구 양지면 남평로 234, 4층",일반의,2009-11-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,SH통증제로신경외과의원,의원,경기도,의정부시,"경기도 의정부시 천보로 38, 4층 405호 (민락동)",신경외과,2017-03-23
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz,SJ美의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 문정로 32, 5층 (풍덕천동)",일반의,2013-05-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,SK 하이스텍(주)부속의원,의원,경기도,이천시,경기도 이천시 부발읍 경충대로 2091,일반의,2008-03-19
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,SNU밝은안과의원,의원,경기도,하남시,"경기도 하남시 하남대로 805, 3층 (신장동)",안과,2025-05-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,SOK 속편한내과의원,의원,경기도,파주시,"경기도 파주시 미래로 375, 삼성메디컬 프라자 502, 503, 504호 (동패동)",내과,2013-08-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEwMDIjNTEjJDEjJDYjJDgz,SOK속편한내과의원,의원,경기도,부천시 소사구,"경기도 부천시 소사구 경인로 231, 201호, 202호, 203호 일부호 (심곡본동)",내과,2010-11-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,SOK수지속편한내과의원,의원,경기도,용인시 수지구,"경기도 용인시 수지구 손곡로 95, 308,309,310호 (동천동, 송란빌딩)",내과,2013-02-08
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,The(더)공감 정신건강의학과의원,의원,경기도,수원시 장안구,"경기도 수원시 장안구 경수대로 940, 일호골든타워 314-2호 (조원동)",정신건강의학과,2018-08-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,The서울아산내과의원,의원,경기도,남양주시,"경기도 남양주시 진접읍 장현천로 28, 8층 802호 (우경메디프라자)",내과,2016-09-21
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQyIyQxIyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,WE(위)조은내과의원,의원,경기도,광주시,"경기도 광주시 태재로 107, 3층 (신현동)",내과,2021-05-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,WIP성형외과의원,의원,경기도,평택시,"경기도 평택시 고덕로 247, 504로 601호~604호,701호~704호 (고덕동)",성형외과,2024-04-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,W정신건강의학과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 판교역로 178, 서건타워 402일부호 (삼평동)",정신건강의학과,2015-05-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNzEjJDEjJDgjJDgz,YB안과의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 권광로 181 (인계동,4층)",안과,2006-10-23
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjODEjJDEjJDYjJDgz,YES성형외과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 황새울로342번길 9 (서현동, 서울문고)",성형외과,2000-03-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,Y정신건강의학과의원,의원,경기도,화성시,"경기도 화성시 동탄반석로 134, 302호 (반송동, 에이치원메디컬센터)",정신건강의학과,2012-09-21
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,가까운의원,의원,경기도,시흥시,"경기도 시흥시 죽율로 38, 시흥6차푸르지오2단지 상가동 206호 (죽율동)",일반의,2016-08-30
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,가나정성한성형외과의원,의원,경기도,이천시,"경기도 이천시 이섭대천로 1233, 4층 (창전동)",성형외과,1995-03-15
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,가남현대의원,의원,경기도,여주시,경기도 여주시 가남읍 태평로 62,일반의,1999-11-10
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,가능성모의원,의원,경기도,의정부시,"경기도 의정부시 호국로 1125, 2층 (가능동)",일반의,2004-01-03
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,가능제일마취통증의학과의원,의원,경기도,의정부시,경기도 의정부시 신촌로 65 (가능동),마취통증의학과,1994-03-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQyIyQxIyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,가람이비인후과의원,의원,경기도,하남시,"경기도 하남시 신평로 62, 3층 (신장동, 태산빌딩)",이비인후과,2007-10-18
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,가산제일의원,의원,경기도,포천시,경기도 포천시 가산면 가산로 372,일반의,2006-09-05
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,가온내과의원,의원,경기도,시흥시,"경기도 시흥시 승지로59번길 12, 시티타워 4층 406~409호 (능곡동)",내과,2019-12-31
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQxMyQyNjE0ODEjODEjJDEjJDYjJDgz,가온마취통증의학과의원,의원,경기도,하남시,"경기도 하남시 위례대로 256, 501호 (학암동)",마취통증의학과,2024-05-16
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNTEjJDEjJDYjJDgz,가온산부인과의원,의원,경기도,김포시,"경기도 김포시 김포한강1로 227, 5층 507-1호 (운양동, 광장프라자1동)",산부인과,2015-03-16
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjODEjJDEjJDYjJDgz,가온삼성가정의학과의원,의원,경기도,파주시,"경기도 파주시 와석순환로 431, 302호 (와동동, 신운정프라자 )",가정의학과,2012-02-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,가온이비인후과의원,의원,경기도,화성시,"경기도 화성시 봉담읍 상리2길 55, 406~408호",이비인후과,2022-02-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,가인정신건강의학과의원,의원,경기도,광주시,"경기도 광주시 광주대로 31, GA타워 503, 504호 (경안동)",정신건강의학과,2012-08-22
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,가자연세병원,병원,경기도,김포시,"경기도 김포시 돌문로 43, 2층 (사우동)",일반의,2017-09-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,가정이편한가정의학과의원,의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 덕영대로2077번길 16, 302호 (영덕동, 기흥대정프라자)",가정의학과,2004-10-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz,가족사랑의원,의원,경기도,광명시,"경기도 광명시 도덕로 52, 3층 (광명동, 청송빌딩)",일반의,2007-02-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,가좌우리의원,의원,경기도,고양시 일산서구,"경기도 고양시 일산서구 가좌3로 29, 1층 (가좌동)",일반의,2007-09-28
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,가톨릭대학교 성빈센트병원,상급종합병원,경기도,수원시 팔달구,경기도 수원시 팔달구 중부대로 93 (지동),해당사항없음,1967-05-23
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교부천성모병원,종합병원,경기도,부천시 원미구,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",해당사항없음,1983-11-08
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,가톨릭대학교의정부성모병원,종합병원,경기도,의정부시,"경기도 의정부시 천보로 271, 의정부성모병원 (금오동)",해당사항없음,1971-12-30
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,가톨릭성모내과의원,의원,경기도,안양시 만안구,"경기도 안양시 만안구 안양로 461-1, 1층 (석수동)",내과,2011-08-26
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNjEjJDEjJDAjJDgz,가톨릭외과의원,의원,경기도,부천시 원미구,경기도 부천시 원미구 부흥로 440 (심곡동),외과,1991-06-15
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,가톨릭정형외과의원,의원,경기도,수원시 영통구,"경기도 수원시 영통구 봉영로 1606 (영통동, 미네시티309호)",정형외과,2001-12-03
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,가톨릭정형외과의원,의원,경기도,부천시 소사구,"경기도 부천시 소사구 경인로 522, 4층 (괴안동, 위드플러스타워)",정형외과,2001-11-30
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,가평사랑정형외과의원,의원,경기도,가평군,경기도 가평군 가평읍 정간내로 1,정형외과,2017-09-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,가평튼튼정형외과의원,의원,경기도,가평군,"경기도 가평군 가평읍 장터3길 10, 가평메디컬센터 3~4층",정형외과,2022-09-06
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,갈매아이웰소아청소년과의원,의원,경기도,구리시,"경기도 구리시 갈매순환로 194, 3층 302,303호 (갈매동, 신영프라자)",소아청소년과,2017-04-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,갈매우리내과의원,의원,경기도,구리시,"경기도 구리시 갈매순환로 7, 에이스프라자 3층 1호 (갈매동)",내과,2018-04-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDAjJDgz,감동비뇨의학과의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 효원로 269 (인계동,에스팝타워403호)",비뇨의학과,2011-06-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,감일든든한내과의원,의원,경기도,하남시,"경기도 하남시 감일백제로 105, 301~303호 (감이동)",내과,2020-07-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,감일성모내과의원,의원,경기도,하남시,"경기도 하남시 신우실로 61, 푸리마타워 4층 410~413호 (감일동)",내과,2021-04-06
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,감일연정형외과의원,의원,경기도,하남시,"경기도 하남시 감일백제로180번길 9, 감일호평프라자 3층 303~308호 (감이동)",정형외과,2021-11-08
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,감일정형외과의원,의원,경기도,하남시,"경기도 하남시 신우실로 61, 푸리마타워 3층 312~315호 (감일동)",정형외과,2021-04-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,감일키즈소아청소년과의원,의원,경기도,하남시,"경기도 하남시 감일중앙로 60, 감일 벨솔레 파크 3층 310~312호 (감이동)",소아청소년과,2022-12-09
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDAjJDgz,감탄정형외과의원,의원,경기도,화성시,"경기도 화성시 동탄영천로 81-13, 2,3,4,5층 (영천동)",정형외과,2023-09-13
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,강&서마취통증의학과의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 황새울로342번길 9, 5층 (서현동, 정현빌딩)",마취통증의학과,1997-02-20
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,강경민정형외과의원,의원,경기도,광명시,"경기도 광명시 오리로 865, 신철산빌딩 5층 일부 (철산동)",정형외과,2009-02-06
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQ1IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,강남레쥬베의원,의원,경기도,용인시 처인구,"경기도 용인시 처인구 백옥대로 1108, 2층 (김량장동)",일반의,1994-04-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz,강남마디튼튼의원,의원,경기도,남양주시,"경기도 남양주시 미금로 235, 다산지금지구 근생4-1 4층 (다산동)",일반의,2020-04-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,강남바른추의원,의원,경기도,안산시 단원구,"경기도 안산시 단원구 광덕3로 167, 신영프라자 303,304호 (고잔동)",일반의,2018-11-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3MiQyNjE0ODEjNTEjJDEjJDYjJDgz,강남베스트내과의원,의원,경기도,양주시,"경기도 양주시 회천남로 92, 센타프라자 502-2,503호 (옥정동)",내과,2018-04-17
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,강남병원,종합병원,경기도,용인시 기흥구,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",해당사항없음,2000-07-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNTEjJDEjJDYjJDgz,강남뷰베스트의원,의원,경기도,평택시,"경기도 평택시 중앙2로 25, 5층 (평택동)",일반의,2007-05-02
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,강남성모내과의원,의원,경기도,구리시,"경기도 구리시 건원대로34번길 25, 306~7호 (인창동, 신아월드코아)",내과,2008-02-27
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDgjJDgz,강남성모안과의원,의원,경기도,고양시 일산서구,"경기도 고양시 일산서구 강선로 59, 동신파크 307호308호 (주엽동)",안과,1995-11-06
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,강남성모안과의원,의원,경기도,안성시,"경기도 안성시 중앙로 370, 2층 (석정동, 하평플리스)",안과,2002-10-31
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,강남성모안과의원,의원,경기도,광주시,"경기도 광주시 중앙로 95-3, 3층 (역동)",안과,2003-11-20
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,강남성모이비인후과의원,의원,경기도,오산시,"경기도 오산시 수청로 193, P&P세교프라자 3층 303,302-1호 (금암동)",이비인후과,2010-08-31
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,강남성형외과의원,의원,경기도,오산시,"경기도 오산시 오산로 209, 6층 (오산동)",성형외과,2000-02-15
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,강남셀럽의원,의원,경기도,평택시,"경기도 평택시 고덕갈평5길 32, 그랜드메디컬타워 7층 705,706호 (고덕동)",일반의,2021-07-12
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,강남소아청소년과의원,의원,경기도,평택시,"경기도 평택시 안중읍 안현로서6길 68, 3층",소아청소년과,2016-07-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,강남수내과의원,의원,경기도,안산시 상록구,경기도 안산시 상록구 석호로 288 (본오동),내과,2012-07-11
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQyNjEwMDIjNzEjJDEjJDgjJDgz,강남신경과의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 동말로 81 (화서동,2층)",신경과,2010-12-10
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,강남신경외과의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 부천로 81 (심곡동, 보림빌딩)",신경외과,2001-08-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQyNjEwMDIjNTEjJDEjJDYjJDgz,강남아산내과의원,의원,경기도,수원시 영통구,"경기도 수원시 영통구 중부대로 252, 2층 (매탄동)",내과,2011-03-11
